"date","value","group","region","type"
"2021-02-09",5,"80-89","lombardia","previous_infection"
"2021-02-09",4,"over90","lombardia","previous_infection"
"2021-02-09",0,"10-19","lombardia","previous_infection"
"2021-02-10",4,"20-29","lombardia","previous_infection"
"2021-02-10",2,"30-39","lombardia","previous_infection"
"2021-02-10",6,"40-49","lombardia","previous_infection"
"2021-02-10",6,"50-59","lombardia","previous_infection"
"2021-02-10",4,"60-69","lombardia","previous_infection"
"2021-02-10",1,"70-79","lombardia","previous_infection"
"2021-02-10",5,"80-89","lombardia","previous_infection"
"2021-02-10",6,"over90","lombardia","previous_infection"
"2021-02-10",0,"10-19","lombardia","previous_infection"
"2021-02-11",18,"20-29","lombardia","previous_infection"
"2021-02-11",10,"30-39","lombardia","previous_infection"
"2021-02-11",10,"40-49","lombardia","previous_infection"
"2021-02-11",16,"50-59","lombardia","previous_infection"
"2021-02-11",10,"60-69","lombardia","previous_infection"
"2021-02-11",3,"70-79","lombardia","previous_infection"
"2021-02-11",4,"80-89","lombardia","previous_infection"
"2021-02-11",14,"over90","lombardia","previous_infection"
"2021-02-11",0,"10-19","lombardia","previous_infection"
"2021-02-12",60,"20-29","lombardia","previous_infection"
"2021-02-12",17,"30-39","lombardia","previous_infection"
"2021-02-12",19,"40-49","lombardia","previous_infection"
"2021-02-12",32,"50-59","lombardia","previous_infection"
"2021-02-12",17,"60-69","lombardia","previous_infection"
"2021-02-12",4,"70-79","lombardia","previous_infection"
"2021-02-12",9,"80-89","lombardia","previous_infection"
"2021-02-12",11,"over90","lombardia","previous_infection"
"2021-02-12",0,"10-19","lombardia","previous_infection"
"2021-02-13",28,"20-29","lombardia","previous_infection"
"2021-02-13",8,"30-39","lombardia","previous_infection"
"2021-02-13",8,"40-49","lombardia","previous_infection"
"2021-02-13",9,"50-59","lombardia","previous_infection"
"2021-02-13",10,"60-69","lombardia","previous_infection"
"2021-02-13",1,"70-79","lombardia","previous_infection"
"2021-02-13",3,"80-89","lombardia","previous_infection"
"2021-02-13",0,"over90","lombardia","previous_infection"
"2021-02-13",0,"10-19","lombardia","previous_infection"
"2021-02-14",5,"20-29","lombardia","previous_infection"
"2021-02-14",8,"30-39","lombardia","previous_infection"
"2021-02-14",0,"40-49","lombardia","previous_infection"
"2021-02-14",3,"50-59","lombardia","previous_infection"
"2021-02-14",2,"60-69","lombardia","previous_infection"
"2021-02-14",2,"70-79","lombardia","previous_infection"
"2021-02-14",0,"80-89","lombardia","previous_infection"
"2021-02-14",0,"over90","lombardia","previous_infection"
"2021-02-14",0,"10-19","lombardia","previous_infection"
"2021-02-15",39,"20-29","lombardia","previous_infection"
"2021-02-15",29,"30-39","lombardia","previous_infection"
"2021-02-15",36,"40-49","lombardia","previous_infection"
"2021-02-15",32,"50-59","lombardia","previous_infection"
"2021-02-15",14,"60-69","lombardia","previous_infection"
"2021-02-15",10,"70-79","lombardia","previous_infection"
"2021-02-15",17,"80-89","lombardia","previous_infection"
"2021-02-15",13,"over90","lombardia","previous_infection"
"2021-02-15",0,"10-19","lombardia","previous_infection"
"2021-02-16",14,"20-29","lombardia","previous_infection"
"2021-02-16",31,"30-39","lombardia","previous_infection"
"2021-02-16",35,"40-49","lombardia","previous_infection"
"2021-02-16",24,"50-59","lombardia","previous_infection"
"2021-02-16",4,"60-69","lombardia","previous_infection"
"2021-02-16",5,"70-79","lombardia","previous_infection"
"2021-02-16",1,"80-89","lombardia","previous_infection"
"2021-02-16",4,"over90","lombardia","previous_infection"
"2021-02-16",0,"10-19","lombardia","previous_infection"
"2021-02-17",43,"20-29","lombardia","previous_infection"
"2021-02-17",58,"30-39","lombardia","previous_infection"
"2021-02-17",45,"40-49","lombardia","previous_infection"
"2021-02-17",45,"50-59","lombardia","previous_infection"
"2021-02-17",13,"60-69","lombardia","previous_infection"
"2021-02-17",1,"70-79","lombardia","previous_infection"
"2021-02-17",6,"80-89","lombardia","previous_infection"
"2021-02-17",10,"over90","lombardia","previous_infection"
"2021-02-17",0,"10-19","lombardia","previous_infection"
"2021-02-18",41,"20-29","lombardia","previous_infection"
"2021-02-18",59,"30-39","lombardia","previous_infection"
"2021-02-18",47,"40-49","lombardia","previous_infection"
"2021-02-18",45,"50-59","lombardia","previous_infection"
"2021-02-18",10,"60-69","lombardia","previous_infection"
"2021-02-18",2,"70-79","lombardia","previous_infection"
"2021-02-18",10,"80-89","lombardia","previous_infection"
"2021-02-18",15,"over90","lombardia","previous_infection"
"2021-02-18",0,"10-19","lombardia","previous_infection"
"2021-02-19",41,"20-29","lombardia","previous_infection"
"2021-02-19",51,"30-39","lombardia","previous_infection"
"2021-02-19",50,"40-49","lombardia","previous_infection"
"2021-02-19",43,"50-59","lombardia","previous_infection"
"2021-02-19",8,"60-69","lombardia","previous_infection"
"2021-02-19",2,"70-79","lombardia","previous_infection"
"2021-02-19",11,"80-89","lombardia","previous_infection"
"2021-02-19",6,"over90","lombardia","previous_infection"
"2021-02-19",0,"10-19","lombardia","previous_infection"
"2021-02-20",38,"20-29","lombardia","previous_infection"
"2021-02-20",62,"30-39","lombardia","previous_infection"
"2021-02-20",49,"40-49","lombardia","previous_infection"
"2021-02-20",46,"50-59","lombardia","previous_infection"
"2021-02-20",12,"60-69","lombardia","previous_infection"
"2021-02-20",1,"70-79","lombardia","previous_infection"
"2021-02-20",9,"80-89","lombardia","previous_infection"
"2021-02-20",8,"over90","lombardia","previous_infection"
"2021-02-20",0,"10-19","lombardia","previous_infection"
"2021-02-21",22,"20-29","lombardia","previous_infection"
"2021-02-21",35,"30-39","lombardia","previous_infection"
"2021-02-21",30,"40-49","lombardia","previous_infection"
"2021-02-21",22,"50-59","lombardia","previous_infection"
"2021-02-21",4,"60-69","lombardia","previous_infection"
"2021-02-21",1,"70-79","lombardia","previous_infection"
"2021-02-21",1,"80-89","lombardia","previous_infection"
"2021-02-21",4,"over90","lombardia","previous_infection"
"2021-02-21",0,"10-19","lombardia","previous_infection"
"2021-02-22",53,"20-29","lombardia","previous_infection"
"2021-02-22",58,"30-39","lombardia","previous_infection"
"2021-02-22",55,"40-49","lombardia","previous_infection"
"2021-02-22",37,"50-59","lombardia","previous_infection"
"2021-02-22",9,"60-69","lombardia","previous_infection"
"2021-02-22",3,"70-79","lombardia","previous_infection"
"2021-02-22",18,"80-89","lombardia","previous_infection"
"2021-02-22",4,"over90","lombardia","previous_infection"
"2021-02-22",1,"10-19","lombardia","previous_infection"
"2021-02-23",44,"20-29","lombardia","previous_infection"
"2021-02-23",50,"30-39","lombardia","previous_infection"
"2021-02-23",74,"40-49","lombardia","previous_infection"
"2021-02-23",39,"50-59","lombardia","previous_infection"
"2021-02-23",12,"60-69","lombardia","previous_infection"
"2021-02-23",3,"70-79","lombardia","previous_infection"
"2021-02-23",13,"80-89","lombardia","previous_infection"
"2021-02-23",4,"over90","lombardia","previous_infection"
"2021-02-23",0,"10-19","lombardia","previous_infection"
"2021-02-24",27,"20-29","lombardia","previous_infection"
"2021-02-24",59,"30-39","lombardia","previous_infection"
"2021-02-24",62,"40-49","lombardia","previous_infection"
"2021-02-24",42,"50-59","lombardia","previous_infection"
"2021-02-24",8,"60-69","lombardia","previous_infection"
"2021-02-24",2,"70-79","lombardia","previous_infection"
"2021-02-24",12,"80-89","lombardia","previous_infection"
"2021-02-24",13,"over90","lombardia","previous_infection"
"2021-02-24",1,"10-19","lombardia","previous_infection"
"2021-02-25",21,"20-29","lombardia","previous_infection"
"2021-02-25",49,"30-39","lombardia","previous_infection"
"2021-02-25",69,"40-49","lombardia","previous_infection"
"2021-02-25",48,"50-59","lombardia","previous_infection"
"2021-02-25",13,"60-69","lombardia","previous_infection"
"2021-02-25",6,"70-79","lombardia","previous_infection"
"2021-02-25",41,"80-89","lombardia","previous_infection"
"2021-02-25",5,"over90","lombardia","previous_infection"
"2021-02-25",0,"10-19","lombardia","previous_infection"
"2021-02-26",29,"20-29","lombardia","previous_infection"
"2021-02-26",57,"30-39","lombardia","previous_infection"
"2021-02-26",59,"40-49","lombardia","previous_infection"
"2021-02-26",52,"50-59","lombardia","previous_infection"
"2021-02-26",5,"60-69","lombardia","previous_infection"
"2021-02-26",5,"70-79","lombardia","previous_infection"
"2021-02-26",32,"80-89","lombardia","previous_infection"
"2021-02-26",8,"over90","lombardia","previous_infection"
"2021-02-26",0,"10-19","lombardia","previous_infection"
"2021-02-27",26,"20-29","lombardia","previous_infection"
"2021-02-27",49,"30-39","lombardia","previous_infection"
"2021-02-27",39,"40-49","lombardia","previous_infection"
"2021-02-27",37,"50-59","lombardia","previous_infection"
"2021-02-27",17,"60-69","lombardia","previous_infection"
"2021-02-27",3,"70-79","lombardia","previous_infection"
"2021-02-27",13,"80-89","lombardia","previous_infection"
"2021-02-27",12,"over90","lombardia","previous_infection"
"2021-02-27",0,"10-19","lombardia","previous_infection"
"2021-02-28",14,"20-29","lombardia","previous_infection"
"2021-02-28",14,"30-39","lombardia","previous_infection"
"2021-02-28",17,"40-49","lombardia","previous_infection"
"2021-02-28",13,"50-59","lombardia","previous_infection"
"2021-02-28",6,"60-69","lombardia","previous_infection"
"2021-02-28",3,"70-79","lombardia","previous_infection"
"2021-02-28",14,"80-89","lombardia","previous_infection"
"2021-02-28",2,"over90","lombardia","previous_infection"
"2021-02-28",0,"10-19","lombardia","previous_infection"
"2021-03-01",32,"20-29","lombardia","previous_infection"
"2021-03-01",44,"30-39","lombardia","previous_infection"
"2021-03-01",56,"40-49","lombardia","previous_infection"
"2021-03-01",50,"50-59","lombardia","previous_infection"
"2021-03-01",19,"60-69","lombardia","previous_infection"
"2021-03-01",1,"70-79","lombardia","previous_infection"
"2021-03-01",41,"80-89","lombardia","previous_infection"
"2021-03-01",11,"over90","lombardia","previous_infection"
"2021-03-01",1,"10-19","lombardia","previous_infection"
"2021-03-02",31,"20-29","lombardia","previous_infection"
"2021-03-02",60,"30-39","lombardia","previous_infection"
"2021-03-02",84,"40-49","lombardia","previous_infection"
"2021-03-02",67,"50-59","lombardia","previous_infection"
"2021-03-02",32,"60-69","lombardia","previous_infection"
"2021-03-02",3,"70-79","lombardia","previous_infection"
"2021-03-02",38,"80-89","lombardia","previous_infection"
"2021-03-02",13,"over90","lombardia","previous_infection"
"2021-03-02",1,"10-19","lombardia","previous_infection"
"2021-03-03",20,"20-29","lombardia","previous_infection"
"2021-03-03",43,"30-39","lombardia","previous_infection"
"2021-03-03",63,"40-49","lombardia","previous_infection"
"2021-03-03",77,"50-59","lombardia","previous_infection"
"2021-03-03",26,"60-69","lombardia","previous_infection"
"2021-03-03",14,"70-79","lombardia","previous_infection"
"2021-03-03",21,"80-89","lombardia","previous_infection"
"2021-03-03",13,"over90","lombardia","previous_infection"
"2021-03-03",0,"10-19","lombardia","previous_infection"
"2021-03-04",25,"20-29","lombardia","previous_infection"
"2021-03-04",29,"30-39","lombardia","previous_infection"
"2021-03-04",48,"40-49","lombardia","previous_infection"
"2021-03-04",73,"50-59","lombardia","previous_infection"
"2021-03-04",30,"60-69","lombardia","previous_infection"
"2021-03-04",5,"70-79","lombardia","previous_infection"
"2021-03-04",42,"80-89","lombardia","previous_infection"
"2021-03-04",18,"over90","lombardia","previous_infection"
"2021-03-04",2,"10-19","lombardia","previous_infection"
"2021-03-05",38,"20-29","lombardia","previous_infection"
"2021-03-05",42,"30-39","lombardia","previous_infection"
"2021-03-05",66,"40-49","lombardia","previous_infection"
"2021-03-05",110,"50-59","lombardia","previous_infection"
"2021-03-05",29,"60-69","lombardia","previous_infection"
"2021-03-05",6,"70-79","lombardia","previous_infection"
"2021-03-05",50,"80-89","lombardia","previous_infection"
"2021-03-05",26,"over90","lombardia","previous_infection"
"2021-03-05",0,"10-19","lombardia","previous_infection"
"2021-03-06",54,"20-29","lombardia","previous_infection"
"2021-03-06",56,"30-39","lombardia","previous_infection"
"2021-03-06",79,"40-49","lombardia","previous_infection"
"2021-03-06",82,"50-59","lombardia","previous_infection"
"2021-03-06",42,"60-69","lombardia","previous_infection"
"2021-03-06",9,"70-79","lombardia","previous_infection"
"2021-03-06",29,"80-89","lombardia","previous_infection"
"2021-03-06",10,"over90","lombardia","previous_infection"
"2021-03-06",0,"10-19","lombardia","previous_infection"
"2021-03-07",14,"20-29","lombardia","previous_infection"
"2021-03-07",35,"30-39","lombardia","previous_infection"
"2021-03-07",42,"40-49","lombardia","previous_infection"
"2021-03-07",49,"50-59","lombardia","previous_infection"
"2021-03-07",21,"60-69","lombardia","previous_infection"
"2021-03-07",7,"70-79","lombardia","previous_infection"
"2021-03-07",42,"80-89","lombardia","previous_infection"
"2021-03-07",17,"over90","lombardia","previous_infection"
"2021-03-07",0,"10-19","lombardia","previous_infection"
"2021-03-08",70,"20-29","lombardia","previous_infection"
"2021-03-08",102,"30-39","lombardia","previous_infection"
"2021-03-08",152,"40-49","lombardia","previous_infection"
"2021-03-08",174,"50-59","lombardia","previous_infection"
"2021-03-08",47,"60-69","lombardia","previous_infection"
"2021-03-08",5,"70-79","lombardia","previous_infection"
"2021-03-08",37,"80-89","lombardia","previous_infection"
"2021-03-08",45,"over90","lombardia","previous_infection"
"2021-03-08",2,"10-19","lombardia","previous_infection"
"2021-03-09",63,"20-29","lombardia","previous_infection"
"2021-03-09",119,"30-39","lombardia","previous_infection"
"2021-03-09",170,"40-49","lombardia","previous_infection"
"2021-03-09",180,"50-59","lombardia","previous_infection"
"2021-03-09",69,"60-69","lombardia","previous_infection"
"2021-03-09",2,"70-79","lombardia","previous_infection"
"2021-03-09",61,"80-89","lombardia","previous_infection"
"2021-03-09",26,"over90","lombardia","previous_infection"
"2021-03-09",0,"10-19","lombardia","previous_infection"
"2021-03-10",75,"20-29","lombardia","previous_infection"
"2021-03-10",112,"30-39","lombardia","previous_infection"
"2021-03-10",149,"40-49","lombardia","previous_infection"
"2021-03-10",169,"50-59","lombardia","previous_infection"
"2021-03-10",83,"60-69","lombardia","previous_infection"
"2021-03-10",4,"70-79","lombardia","previous_infection"
"2021-03-10",71,"80-89","lombardia","previous_infection"
"2021-03-10",16,"over90","lombardia","previous_infection"
"2021-03-10",1,"10-19","lombardia","previous_infection"
"2021-03-11",66,"20-29","lombardia","previous_infection"
"2021-03-11",132,"30-39","lombardia","previous_infection"
"2021-03-11",184,"40-49","lombardia","previous_infection"
"2021-03-11",193,"50-59","lombardia","previous_infection"
"2021-03-11",86,"60-69","lombardia","previous_infection"
"2021-03-11",12,"70-79","lombardia","previous_infection"
"2021-03-11",93,"80-89","lombardia","previous_infection"
"2021-03-11",28,"over90","lombardia","previous_infection"
"2021-03-11",0,"10-19","lombardia","previous_infection"
"2021-03-12",59,"20-29","lombardia","previous_infection"
"2021-03-12",110,"30-39","lombardia","previous_infection"
"2021-03-12",170,"40-49","lombardia","previous_infection"
"2021-03-12",218,"50-59","lombardia","previous_infection"
"2021-03-12",85,"60-69","lombardia","previous_infection"
"2021-03-12",3,"70-79","lombardia","previous_infection"
"2021-03-12",55,"80-89","lombardia","previous_infection"
"2021-03-12",8,"over90","lombardia","previous_infection"
"2021-03-12",2,"10-19","lombardia","previous_infection"
"2021-03-13",69,"20-29","lombardia","previous_infection"
"2021-03-13",113,"30-39","lombardia","previous_infection"
"2021-03-13",172,"40-49","lombardia","previous_infection"
"2021-03-13",179,"50-59","lombardia","previous_infection"
"2021-03-13",66,"60-69","lombardia","previous_infection"
"2021-03-13",3,"70-79","lombardia","previous_infection"
"2021-03-13",35,"80-89","lombardia","previous_infection"
"2021-03-13",4,"over90","lombardia","previous_infection"
"2021-03-13",0,"10-19","lombardia","previous_infection"
"2021-03-14",49,"20-29","lombardia","previous_infection"
"2021-03-14",73,"30-39","lombardia","previous_infection"
"2021-03-14",117,"40-49","lombardia","previous_infection"
"2021-03-14",125,"50-59","lombardia","previous_infection"
"2021-03-14",54,"60-69","lombardia","previous_infection"
"2021-03-14",2,"70-79","lombardia","previous_infection"
"2021-03-14",22,"80-89","lombardia","previous_infection"
"2021-03-14",1,"over90","lombardia","previous_infection"
"2021-03-14",0,"10-19","lombardia","previous_infection"
"2021-03-15",83,"20-29","lombardia","previous_infection"
"2021-03-15",134,"30-39","lombardia","previous_infection"
"2021-03-15",158,"40-49","lombardia","previous_infection"
"2021-03-15",197,"50-59","lombardia","previous_infection"
"2021-03-15",85,"60-69","lombardia","previous_infection"
"2021-03-15",2,"70-79","lombardia","previous_infection"
"2021-03-15",43,"80-89","lombardia","previous_infection"
"2021-03-15",2,"over90","lombardia","previous_infection"
"2021-03-15",2,"10-19","lombardia","previous_infection"
"2021-03-16",17,"20-29","lombardia","previous_infection"
"2021-03-16",9,"30-39","lombardia","previous_infection"
"2021-03-16",12,"40-49","lombardia","previous_infection"
"2021-03-16",21,"50-59","lombardia","previous_infection"
"2021-03-16",13,"60-69","lombardia","previous_infection"
"2021-03-16",3,"70-79","lombardia","previous_infection"
"2021-03-16",44,"80-89","lombardia","previous_infection"
"2021-03-16",21,"over90","lombardia","previous_infection"
"2021-03-16",1,"10-19","lombardia","previous_infection"
"2021-03-17",3,"20-29","lombardia","previous_infection"
"2021-03-17",13,"30-39","lombardia","previous_infection"
"2021-03-17",18,"40-49","lombardia","previous_infection"
"2021-03-17",36,"50-59","lombardia","previous_infection"
"2021-03-17",7,"60-69","lombardia","previous_infection"
"2021-03-17",5,"70-79","lombardia","previous_infection"
"2021-03-17",75,"80-89","lombardia","previous_infection"
"2021-03-17",17,"over90","lombardia","previous_infection"
"2021-03-17",0,"10-19","lombardia","previous_infection"
"2021-03-18",16,"20-29","lombardia","previous_infection"
"2021-03-18",25,"30-39","lombardia","previous_infection"
"2021-03-18",22,"40-49","lombardia","previous_infection"
"2021-03-18",27,"50-59","lombardia","previous_infection"
"2021-03-18",19,"60-69","lombardia","previous_infection"
"2021-03-18",13,"70-79","lombardia","previous_infection"
"2021-03-18",102,"80-89","lombardia","previous_infection"
"2021-03-18",22,"over90","lombardia","previous_infection"
"2021-03-18",0,"10-19","lombardia","previous_infection"
"2021-03-19",45,"20-29","lombardia","previous_infection"
"2021-03-19",54,"30-39","lombardia","previous_infection"
"2021-03-19",56,"40-49","lombardia","previous_infection"
"2021-03-19",80,"50-59","lombardia","previous_infection"
"2021-03-19",38,"60-69","lombardia","previous_infection"
"2021-03-19",8,"70-79","lombardia","previous_infection"
"2021-03-19",60,"80-89","lombardia","previous_infection"
"2021-03-19",4,"over90","lombardia","previous_infection"
"2021-03-19",0,"10-19","lombardia","previous_infection"
"2021-03-20",75,"20-29","lombardia","previous_infection"
"2021-03-20",121,"30-39","lombardia","previous_infection"
"2021-03-20",150,"40-49","lombardia","previous_infection"
"2021-03-20",141,"50-59","lombardia","previous_infection"
"2021-03-20",42,"60-69","lombardia","previous_infection"
"2021-03-20",11,"70-79","lombardia","previous_infection"
"2021-03-20",51,"80-89","lombardia","previous_infection"
"2021-03-20",3,"over90","lombardia","previous_infection"
"2021-03-20",1,"10-19","lombardia","previous_infection"
"2021-03-21",118,"20-29","lombardia","previous_infection"
"2021-03-21",127,"30-39","lombardia","previous_infection"
"2021-03-21",160,"40-49","lombardia","previous_infection"
"2021-03-21",165,"50-59","lombardia","previous_infection"
"2021-03-21",68,"60-69","lombardia","previous_infection"
"2021-03-21",6,"70-79","lombardia","previous_infection"
"2021-03-21",27,"80-89","lombardia","previous_infection"
"2021-03-21",2,"over90","lombardia","previous_infection"
"2021-03-21",0,"10-19","lombardia","previous_infection"
"2021-03-22",118,"20-29","lombardia","previous_infection"
"2021-03-22",198,"30-39","lombardia","previous_infection"
"2021-03-22",222,"40-49","lombardia","previous_infection"
"2021-03-22",242,"50-59","lombardia","previous_infection"
"2021-03-22",74,"60-69","lombardia","previous_infection"
"2021-03-22",13,"70-79","lombardia","previous_infection"
"2021-03-22",53,"80-89","lombardia","previous_infection"
"2021-03-22",16,"over90","lombardia","previous_infection"
"2021-03-22",2,"10-19","lombardia","previous_infection"
"2021-03-23",116,"20-29","lombardia","previous_infection"
"2021-03-23",163,"30-39","lombardia","previous_infection"
"2021-03-23",214,"40-49","lombardia","previous_infection"
"2021-03-23",259,"50-59","lombardia","previous_infection"
"2021-03-23",117,"60-69","lombardia","previous_infection"
"2021-03-23",30,"70-79","lombardia","previous_infection"
"2021-03-23",61,"80-89","lombardia","previous_infection"
"2021-03-23",3,"over90","lombardia","previous_infection"
"2021-03-23",2,"10-19","lombardia","previous_infection"
"2021-03-24",132,"20-29","lombardia","previous_infection"
"2021-03-24",190,"30-39","lombardia","previous_infection"
"2021-03-24",247,"40-49","lombardia","previous_infection"
"2021-03-24",242,"50-59","lombardia","previous_infection"
"2021-03-24",116,"60-69","lombardia","previous_infection"
"2021-03-24",19,"70-79","lombardia","previous_infection"
"2021-03-24",53,"80-89","lombardia","previous_infection"
"2021-03-24",2,"over90","lombardia","previous_infection"
"2021-03-24",5,"10-19","lombardia","previous_infection"
"2021-03-25",119,"20-29","lombardia","previous_infection"
"2021-03-25",188,"30-39","lombardia","previous_infection"
"2021-03-25",208,"40-49","lombardia","previous_infection"
"2021-03-25",244,"50-59","lombardia","previous_infection"
"2021-03-25",136,"60-69","lombardia","previous_infection"
"2021-03-25",33,"70-79","lombardia","previous_infection"
"2021-03-25",69,"80-89","lombardia","previous_infection"
"2021-03-25",8,"over90","lombardia","previous_infection"
"2021-03-25",2,"10-19","lombardia","previous_infection"
"2021-03-26",90,"20-29","lombardia","previous_infection"
"2021-03-26",130,"30-39","lombardia","previous_infection"
"2021-03-26",170,"40-49","lombardia","previous_infection"
"2021-03-26",191,"50-59","lombardia","previous_infection"
"2021-03-26",82,"60-69","lombardia","previous_infection"
"2021-03-26",30,"70-79","lombardia","previous_infection"
"2021-03-26",65,"80-89","lombardia","previous_infection"
"2021-03-26",11,"over90","lombardia","previous_infection"
"2021-03-26",1,"10-19","lombardia","previous_infection"
"2021-03-27",70,"20-29","lombardia","previous_infection"
"2021-03-27",135,"30-39","lombardia","previous_infection"
"2021-03-27",148,"40-49","lombardia","previous_infection"
"2021-03-27",140,"50-59","lombardia","previous_infection"
"2021-03-27",78,"60-69","lombardia","previous_infection"
"2021-03-27",28,"70-79","lombardia","previous_infection"
"2021-03-27",93,"80-89","lombardia","previous_infection"
"2021-03-27",20,"over90","lombardia","previous_infection"
"2021-03-27",1,"10-19","lombardia","previous_infection"
"2021-03-28",59,"20-29","lombardia","previous_infection"
"2021-03-28",83,"30-39","lombardia","previous_infection"
"2021-03-28",89,"40-49","lombardia","previous_infection"
"2021-03-28",108,"50-59","lombardia","previous_infection"
"2021-03-28",47,"60-69","lombardia","previous_infection"
"2021-03-28",16,"70-79","lombardia","previous_infection"
"2021-03-28",23,"80-89","lombardia","previous_infection"
"2021-03-28",4,"over90","lombardia","previous_infection"
"2021-03-28",0,"10-19","lombardia","previous_infection"
"2021-03-29",106,"20-29","lombardia","previous_infection"
"2021-03-29",115,"30-39","lombardia","previous_infection"
"2021-03-29",177,"40-49","lombardia","previous_infection"
"2021-03-29",184,"50-59","lombardia","previous_infection"
"2021-03-29",93,"60-69","lombardia","previous_infection"
"2021-03-29",31,"70-79","lombardia","previous_infection"
"2021-03-29",44,"80-89","lombardia","previous_infection"
"2021-03-29",3,"over90","lombardia","previous_infection"
"2021-03-29",1,"10-19","lombardia","previous_infection"
"2021-03-30",91,"20-29","lombardia","previous_infection"
"2021-03-30",94,"30-39","lombardia","previous_infection"
"2021-03-30",158,"40-49","lombardia","previous_infection"
"2021-03-30",175,"50-59","lombardia","previous_infection"
"2021-03-30",61,"60-69","lombardia","previous_infection"
"2021-03-30",20,"70-79","lombardia","previous_infection"
"2021-03-30",70,"80-89","lombardia","previous_infection"
"2021-03-30",12,"over90","lombardia","previous_infection"
"2021-03-30",3,"10-19","lombardia","previous_infection"
"2021-03-31",75,"20-29","lombardia","previous_infection"
"2021-03-31",108,"30-39","lombardia","previous_infection"
"2021-03-31",135,"40-49","lombardia","previous_infection"
"2021-03-31",163,"50-59","lombardia","previous_infection"
"2021-03-31",75,"60-69","lombardia","previous_infection"
"2021-03-31",46,"70-79","lombardia","previous_infection"
"2021-03-31",142,"80-89","lombardia","previous_infection"
"2021-03-31",10,"over90","lombardia","previous_infection"
"2021-03-31",2,"10-19","lombardia","previous_infection"
"2021-04-01",69,"20-29","lombardia","previous_infection"
"2021-04-01",100,"30-39","lombardia","previous_infection"
"2021-04-01",156,"40-49","lombardia","previous_infection"
"2021-04-01",136,"50-59","lombardia","previous_infection"
"2021-04-01",68,"60-69","lombardia","previous_infection"
"2021-04-01",33,"70-79","lombardia","previous_infection"
"2021-04-01",182,"80-89","lombardia","previous_infection"
"2021-04-01",22,"over90","lombardia","previous_infection"
"2021-04-01",0,"10-19","lombardia","previous_infection"
"2021-04-02",67,"20-29","lombardia","previous_infection"
"2021-04-02",76,"30-39","lombardia","previous_infection"
"2021-04-02",102,"40-49","lombardia","previous_infection"
"2021-04-02",130,"50-59","lombardia","previous_infection"
"2021-04-02",58,"60-69","lombardia","previous_infection"
"2021-04-02",24,"70-79","lombardia","previous_infection"
"2021-04-02",154,"80-89","lombardia","previous_infection"
"2021-04-02",11,"over90","lombardia","previous_infection"
"2021-04-02",0,"10-19","lombardia","previous_infection"
"2021-04-03",38,"20-29","lombardia","previous_infection"
"2021-04-03",25,"30-39","lombardia","previous_infection"
"2021-04-03",49,"40-49","lombardia","previous_infection"
"2021-04-03",53,"50-59","lombardia","previous_infection"
"2021-04-03",15,"60-69","lombardia","previous_infection"
"2021-04-03",5,"70-79","lombardia","previous_infection"
"2021-04-03",216,"80-89","lombardia","previous_infection"
"2021-04-03",12,"over90","lombardia","previous_infection"
"2021-04-03",1,"10-19","lombardia","previous_infection"
"2021-04-04",1,"20-29","lombardia","previous_infection"
"2021-04-04",4,"30-39","lombardia","previous_infection"
"2021-04-04",6,"40-49","lombardia","previous_infection"
"2021-04-04",2,"50-59","lombardia","previous_infection"
"2021-04-04",3,"60-69","lombardia","previous_infection"
"2021-04-04",2,"70-79","lombardia","previous_infection"
"2021-04-04",17,"80-89","lombardia","previous_infection"
"2021-04-04",1,"over90","lombardia","previous_infection"
"2021-04-04",0,"10-19","lombardia","previous_infection"
"2021-04-05",12,"20-29","lombardia","previous_infection"
"2021-04-05",7,"30-39","lombardia","previous_infection"
"2021-04-05",14,"40-49","lombardia","previous_infection"
"2021-04-05",22,"50-59","lombardia","previous_infection"
"2021-04-05",19,"60-69","lombardia","previous_infection"
"2021-04-05",6,"70-79","lombardia","previous_infection"
"2021-04-05",183,"80-89","lombardia","previous_infection"
"2021-04-05",10,"over90","lombardia","previous_infection"
"2021-04-05",1,"10-19","lombardia","previous_infection"
"2021-04-06",69,"20-29","lombardia","previous_infection"
"2021-04-06",104,"30-39","lombardia","previous_infection"
"2021-04-06",121,"40-49","lombardia","previous_infection"
"2021-04-06",149,"50-59","lombardia","previous_infection"
"2021-04-06",96,"60-69","lombardia","previous_infection"
"2021-04-06",21,"70-79","lombardia","previous_infection"
"2021-04-06",163,"80-89","lombardia","previous_infection"
"2021-04-06",10,"over90","lombardia","previous_infection"
"2021-04-06",0,"10-19","lombardia","previous_infection"
"2021-04-07",46,"20-29","lombardia","previous_infection"
"2021-04-07",78,"30-39","lombardia","previous_infection"
"2021-04-07",108,"40-49","lombardia","previous_infection"
"2021-04-07",121,"50-59","lombardia","previous_infection"
"2021-04-07",58,"60-69","lombardia","previous_infection"
"2021-04-07",64,"70-79","lombardia","previous_infection"
"2021-04-07",269,"80-89","lombardia","previous_infection"
"2021-04-07",20,"over90","lombardia","previous_infection"
"2021-04-07",3,"10-19","lombardia","previous_infection"
"2021-04-08",35,"20-29","lombardia","previous_infection"
"2021-04-08",41,"30-39","lombardia","previous_infection"
"2021-04-08",80,"40-49","lombardia","previous_infection"
"2021-04-08",116,"50-59","lombardia","previous_infection"
